time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
1999-05-09-02; 2.0167; 5.2935
1999-05-09-03; 1.8197; 4.9947
1999-05-09-04; 1.8107; 4.9333
1999-05-09-05; 1.8507; 5.1595
1999-05-09-06; 1.6027; 4.9578
1999-05-09-07; 1.4598; 4.8223
1999-05-09-08; 1.4488; 5.0949
1999-05-09-09; 1.2361; 4.7824
1999-05-09-10; 1.2245; 4.7988
1999-05-09-11; 1.1537; 4.6982
1999-05-09-12; 1.0141; 4.5596
1999-05-09-13; 0.9802; 4.5668
1999-05-09-14; 0.9005; 4.4529
1999-05-09-15; 0.9220; 4.5391
1999-05-09-16; 0.8169; 4.4208
1999-05-09-17; 0.8023; 4.4397
1999-05-09-18; 0.7799; 4.5041
1999-05-09-19; 0.7846; 4.5229
1999-05-09-20; 0.8320; 4.6609
1999-05-09-21; 0.7523; 4.5676
1999-05-09-22; 0.7684; 4.7861
1999-05-09-23; 0.6897; 4.6793
1999-05-10-00; 0.7448; 4.7904
1999-05-10-01; 0.7437; 4.9269
1999-05-10-02; 0.7375; 4.8050
1999-05-10-03; 0.7501; 4.7585
1999-05-10-04; 0.7386; 4.7083
1999-05-10-05; 0.7185; 4.6530
1999-05-10-06; 0.7657; 4.7557
1999-05-10-07; 0.6679; 4.3533
1999-05-10-08; 0.6915; 4.4492
1999-05-10-09; 0.7174; 4.2130
1999-05-10-10; 0.6921; 3.9863
1999-05-10-11; 0.7472; 3.5592
1999-05-10-12; 0.7279; 3.5974
1999-05-10-13; 0.7568; 3.5198
1999-05-10-14; 0.8083; 3.5602
1999-05-10-15; 0.7715; 3.5063
1999-05-10-16; 0.8103; 3.5350
1999-05-10-17; 0.8186; 3.7370
1999-05-10-18; 0.9122; 3.9424
1999-05-10-19; 0.8660; 3.9773
1999-05-10-20; 0.8797; 4.1467
1999-05-10-21; 0.9150; 4.3432
1999-05-10-22; 0.9964; 4.3231
1999-05-10-23; 0.9456; 4.3541
1999-05-11-00; 0.9042; 4.4364
1999-05-11-01; 0.9674; 4.7075
1999-05-11-02; 0.9168; 4.7238
1999-05-11-03; 0.8213; 4.7358
1999-05-11-04; 0.8548; 4.5542
1999-05-11-05; 0.8370; 4.4553
1999-05-11-06; 0.9261; 4.4501
1999-05-11-07; 1.0086; 4.3390
1999-05-11-08; 1.0956; 4.3413
1999-05-11-09; 1.1869; 4.5043
1999-05-11-10; 1.3783; 4.2211
1999-05-11-11; 1.3011; 4.1627
1999-05-11-12; 1.5448; 4.3626
1999-05-11-13; 1.5315; 4.4728
1999-05-11-14; 1.4902; 4.4453
1999-05-11-15; 1.4876; 4.5647
1999-05-11-16; 1.4025; 4.5081
1999-05-11-17; 1.3248; 4.3605
1999-05-11-18; 1.1781; 4.3966
1999-05-11-19; 1.1272; 4.5220
1999-05-11-20; 1.2253; 4.7163
1999-05-11-21; 1.2120; 4.7623
1999-05-11-22; 1.2227; 4.9413
1999-05-11-23; 1.0193; 4.7640
1999-05-12-00; 1.0693; 5.0185
1999-05-12-01; 0.9469; 5.0333
1999-05-12-02; 0.9701; 5.0851
1999-05-12-03; 0.9091; 5.0152
1999-05-12-04; 0.9229; 4.7793
1999-05-12-05; 1.0028; 4.5785
1999-05-12-06; 1.1002; 4.5652
1999-05-12-07; 1.0831; 4.5078
1999-05-12-08; 1.1188; 4.4661
1999-05-12-09; 1.2088; 4.5981
1999-05-12-10; 1.3203; 4.6000
1999-05-12-11; 1.3750; 4.4480
1999-05-12-12; 1.4278; 4.5093
1999-05-12-13; 1.4296; 4.5936
1999-05-12-14; 1.4971; 4.6887
1999-05-12-15; 1.3577; 4.5469
1999-05-12-16; 1.4828; 4.7165
1999-05-12-17; 1.3872; 4.6320
1999-05-12-18; 1.2973; 4.6342
1999-05-12-19; 1.1994; 4.5821
1999-05-12-20; 1.1473; 4.5022
1999-05-12-21; 1.1771; 4.5872
1999-05-12-22; 1.0455; 4.5306
1999-05-12-23; 1.0208; 4.5901
1999-05-13-00; 1.0504; 4.6786
1999-05-13-01; 0.9684; 4.7720
1999-05-13-02; 1.0114; 4.9806
1999-05-13-03; 0.9382; 5.0831
1999-05-13-04; 0.9124; 4.9904
1999-05-13-05; 0.8946; 5.0397
1999-05-13-06; 0.9069; 5.1451
1999-05-13-07; 0.8418; 4.9627
1999-05-13-08; 0.8361; 4.9707
1999-05-13-09; 0.9261; 5.0245
1999-05-13-10; 0.8439; 4.8243
1999-05-13-11; 0.7958; 4.7124
1999-05-13-12; 0.7528; 4.5810
1999-05-13-13; 0.8065; 4.3465
1999-05-13-14; 0.7910; 4.0621
1999-05-13-15; 0.8276; 3.7655
1999-05-13-16; 0.7388; 3.5951
1999-05-13-17; 0.7689; 3.5246
1999-05-13-18; 0.8191; 3.3489
1999-05-13-19; 0.8706; 3.3704
1999-05-13-21; 0.8669; 3.2904
1999-05-13-22; 0.8341; 3.4659
1999-05-13-23; 0.7717; 3.5728
1999-05-14-00; 0.7970; 3.7318
1999-05-14-01; 0.8211; 3.8534
1999-05-14-02; 0.8807; 4.0734
1999-05-14-03; 0.9224; 4.3188
1999-05-14-04; 0.8477; 4.3162
1999-05-14-05; 0.8911; 4.3886
1999-05-14-06; 0.8520; 4.7571
1999-05-14-07; 0.7469; 4.6273
1999-05-14-08; 0.7461; 4.7677
1999-05-14-09; 0.7576; 5.0158
1999-05-14-10; 0.7372; 5.0776
1999-05-14-11; 0.6854; 4.8413
1999-05-14-12; 0.7263; 4.7259
1999-05-14-13; 0.6819; 4.7261
1999-05-14-14; 0.6444; 4.6434
1999-05-14-15; 0.6222; 4.4089
1999-05-14-16; 0.5750; 4.0922
1999-05-14-17; 0.5874; 3.8613
1999-05-14-18; 0.5648; 3.8098
1999-05-14-19; 0.5993; 3.7208
1999-05-14-20; 0.5925; 3.6038
1999-05-14-21; 0.6125; 3.5728
1999-05-14-22; 0.6128; 3.5307
1999-05-14-23; 0.6434; 3.5394
1999-05-15-00; 0.6652; 3.7747
1999-05-15-01; 0.6607; 3.8271
1999-05-15-02; 0.7024; 4.0319
1999-05-15-03; 0.7021; 4.0593
1999-05-15-04; 0.7475; 4.3005
1999-05-15-05; 0.8050; 4.5587
1999-05-15-06; 0.8217; 4.7542
1999-05-15-07; 0.8740; 4.7858
1999-05-15-08; 0.7887; 4.7751
1999-05-15-09; 0.7074; 4.8015
1999-05-15-10; 0.7064; 4.8016
1999-05-15-11; 0.6604; 4.6520
1999-05-15-12; 0.6819; 4.7395
1999-05-15-13; 0.6724; 4.7664
1999-05-15-14; 0.6865; 4.5929
1999-05-15-15; 0.6604; 4.6137
1999-05-15-16; 0.6099; 4.3915
1999-05-15-17; 0.6086; 4.3718
1999-05-15-18; 0.5719; 4.0130
1999-05-15-19; 0.5530; 3.9267
1999-05-15-20; 0.6824; 4.0755
1999-05-15-21; 0.6839; 3.9197
1999-05-15-22; 0.7304; 3.9683
1999-05-15-23; 0.7364; 4.0407
1999-05-16-00; 0.7129; 4.0066
1999-05-16-01; 0.7561; 4.0976
1999-05-16-02; 0.8416; 4.2274
1999-05-16-03; 0.8765; 4.5246
1999-05-16-04; 0.8834; 4.5655
1999-05-16-05; 0.8574; 4.6111
1999-05-16-06; 0.8093; 4.5084
1999-05-16-07; 0.8951; 4.7508
1999-05-16-08; 0.8500; 4.7457
1999-05-16-09; 0.7507; 4.5994
1999-05-16-10; 0.7296; 4.2807
1999-05-16-11; 0.8152; 4.4133
1999-05-16-12; 0.7315; 4.2923
1999-05-16-13; 0.8140; 4.3499
1999-05-16-14; 0.8038; 4.3507
1999-05-16-15; 0.8498; 4.5067
1999-05-16-16; 0.9100; 4.5338
1999-05-16-17; 0.8763; 4.4800
1999-05-16-18; 0.8569; 4.4410
1999-05-16-19; 0.8430; 4.5988
1999-05-16-20; 0.8465; 4.4524
1999-05-16-21; 0.7754; 4.5516
1999-05-16-22; 0.8093; 4.6385
1999-05-17-00; 0.8098; 4.5424
1999-05-17-01; 0.7429; 4.4227
1999-05-17-02; 0.7847; 4.5004
1999-05-17-03; 0.7416; 4.3177
1999-05-17-04; 0.7694; 4.3079
1999-05-17-06; 0.7440; 4.0257
1999-05-17-07; 0.9196; 3.9105
1999-05-17-08; 0.9922; 4.0585
1999-05-17-09; 1.0428; 3.9387
1999-05-17-10; 1.0705; 4.0240
1999-05-17-11; 0.9390; 3.9942
1999-05-17-12; 0.9859; 4.0986
1999-05-17-13; 0.9196; 4.2068
1999-05-17-14; 0.9510; 4.4574
1999-05-17-15; 0.8370; 4.3473
1999-05-17-16; 0.7877; 4.5959
1999-05-17-17; 0.8045; 4.4316
1999-05-17-18; 0.7910; 4.6139
1999-05-17-19; 0.7759; 4.5204
1999-05-17-20; 0.7282; 4.4901
1999-05-17-21; 0.6926; 4.5110
1999-05-17-22; 0.6795; 4.3650
1999-05-17-23; 0.7684; 4.6034
1999-05-18-00; 0.7041; 4.4392
1999-05-18-01; 0.7856; 4.2697
1999-05-18-02; 0.8442; 4.3059
1999-05-18-03; 0.8356; 4.0794
1999-05-18-04; 0.8339; 4.0361
1999-05-18-05; 0.8228; 3.8773
1999-05-18-06; 0.8404; 3.9159
1999-05-18-07; 0.7948; 3.9913
1999-05-18-08; 0.7846; 3.9841
1999-05-18-09; 0.8247; 3.8063
1999-05-18-10; 0.8327; 3.9023
1999-05-18-11; 0.8322; 3.8959
1999-05-18-12; 0.7813; 4.0917
1999-05-18-13; 0.8115; 4.1854
1999-05-18-14; 0.8503; 4.2659
1999-05-18-15; 0.8137; 4.2573
1999-05-18-16; 0.8358; 4.4313
1999-05-18-17; 0.7252; 4.3323
1999-05-18-18; 0.7528; 4.3172
1999-05-18-19; 0.7334; 4.2476
1999-05-18-20; 0.7151; 4.2087
1999-05-18-21; 0.6993; 4.2698
1999-05-18-22; 0.6724; 4.3679
1999-05-18-23; 0.6347; 4.3201
1999-05-19-00; 0.6555; 4.3559
1999-05-19-01; 0.6372; 4.3179
1999-05-19-02; 0.6438; 4.2936
1999-05-19-03; 0.5983; 4.2458
1999-05-19-04; 0.6180; 4.0998
1999-05-19-05; 0.6452; 3.9720
1999-05-19-06; 0.5895; 3.7281
1999-05-19-07; 0.5949; 3.6443
1999-05-19-08; 0.5747; 3.5759
1999-05-19-09; 0.5634; 3.5398
1999-05-19-10; 0.5128; 3.4904
1999-05-19-11; 0.5021; 3.6428
1999-05-19-12; 0.4742; 3.8433
1999-05-19-13; 0.5135; 3.8421
1999-05-19-15; 0.3981; 4.1256
1999-05-19-16; 0.3519; 4.6535
1999-05-19-17; 0.3761; 4.4397
1999-05-19-18; 0.3989; 4.9038
1999-05-19-19; 0.3473; 4.6223
1999-05-19-20; 0.3626; 4.9694
1999-05-19-21; 0.4514; 4.8153
1999-05-19-22; 0.4971; 4.2676
1999-05-19-23; 0.4769; 4.3630
1999-05-20-00; 0.4674; 4.3687
1999-05-20-01; 0.4237; 4.0923
1999-05-20-03; 0.3861; 4.3270
1999-05-20-04; 0.3302; 4.2641
1999-05-20-05; 0.3427; 4.3871
1999-05-20-06; 0.3576; 4.3629
1999-05-20-07; 0.3581; 4.3218
1999-05-20-08; 0.3412; 4.4141
1999-05-20-09; 0.3392; 4.4063
1999-05-20-10; 0.3253; 4.3945
1999-05-20-11; 0.3326; 4.3049
1999-05-20-12; 0.3082; 4.2768
1999-05-20-13; 0.3444; 3.7217
1999-05-20-14; 0.3377; 3.7404
1999-05-20-15; 0.3623; 3.6334
1999-05-20-16; 0.3694; 3.8189
1999-05-20-17; 0.3604; 3.7381
1999-05-20-18; 0.3326; 4.0787
1999-05-20-19; 0.3326; 4.0991
1999-05-20-20; 0.3468; 4.0203
1999-05-20-21; 0.3356; 4.0587
1999-05-20-22; 0.3277; 4.0932
1999-05-20-23; 0.3184; 4.0064
1999-05-21-00; 0.3308; 4.0674
1999-05-21-01; 0.3023; 4.0452
1999-05-21-02; 0.3519; 3.7786
1999-05-21-03; 0.3398; 3.5871
1999-05-21-04; 0.3861; 3.6934
1999-05-21-06; 0.4409; 3.7704
1999-05-21-08; 0.4973; 3.7254
1999-05-21-09; 0.4840; 3.9559
1999-05-21-10; 0.4936; 3.9674
1999-05-21-11; 0.4618; 4.0085
1999-05-21-12; 0.5157; 4.1409
1999-05-21-13; 0.4754; 3.9867
1999-05-21-14; 0.4477; 4.0071
1999-05-21-15; 0.4672; 3.9599
1999-05-21-16; 0.4771; 4.1027
1999-05-21-17; 0.5094; 4.1468
1999-05-21-18; 0.4565; 4.1246
1999-05-21-19; 0.4291; 3.9722
1999-05-21-20; 0.4256; 3.9803
1999-05-21-21; 0.3994; 4.0573
1999-05-21-22; 0.3735; 4.2453
1999-05-22-00; 0.3274; 4.0886
1999-05-22-01; 0.3536; 3.9838
1999-05-22-02; 0.3124; 3.9823
1999-05-22-03; 0.3124; 3.9495
1999-05-22-04; 0.3559; 3.6493
1999-05-22-05; 0.3491; 3.7055
1999-05-22-06; 0.3604; 3.5694
1999-05-22-07; 0.3626; 3.6622
1999-05-22-08; 0.3943; 3.7520
1999-05-22-10; 0.3943; 3.8513
1999-05-22-11; 0.3820; 3.8949
1999-05-22-12; 0.3556; 4.0460
1999-05-22-13; 0.3796; 3.9145
1999-05-22-14; 0.3398; 4.0884
1999-05-22-15; 0.3250; 4.1547
1999-05-22-16; 0.3277; 4.1249
1999-05-22-17; 0.3228; 4.0835
1999-05-22-18; 0.3444; 4.1990
1999-05-22-19; 0.3228; 4.2569
1999-05-22-20; 0.3444; 4.3764
1999-05-22-21; 0.3421; 4.5353
1999-05-22-22; 0.3398; 4.5091
1999-05-22-23; 0.3228; 4.5229
1999-05-23-00; 0.3444; 4.6444
1999-05-23-01; 0.3398; 4.3907
1999-05-23-02; 0.3374; 4.6346
1999-05-23-03; 0.3023; 4.6631
1999-05-23-04; 0.3398; 4.4407
1999-05-23-05; 0.3735; 4.0345
1999-05-23-06; 0.3686; 3.9388
1999-05-23-07; 0.3296; 4.4367
1999-05-23-08; 0.3403; 4.5599
1999-05-23-09; 0.3284; 4.4938
1999-05-23-10; 0.3398; 4.5299
1999-05-23-11; 0.3799; 4.5151
1999-05-23-12; 0.4237; 4.6389
1999-05-23-13; 0.4237; 4.4366
1999-05-23-14; 0.4064; 4.5949
1999-05-23-15; 0.3964; 4.5706
1999-05-23-16; 0.3581; 4.4458
1999-05-23-17; 0.3648; 4.5739
1999-05-23-18; 0.3653; 4.5547
1999-05-23-19; 0.3277; 4.5743
1999-05-23-20; 0.3444; 4.8087
1999-05-23-21; 0.3350; 4.6463
1999-05-23-22; 0.3203; 4.6537
1999-05-23-23; 0.2803; 4.7873
1999-05-24-00; 0.2803; 4.9017
1999-05-24-01; 0.2887; 4.9777
1999-05-24-02; 0.2942; 4.9611
1999-05-24-03; 0.2745; 4.9717
1999-05-24-04; 0.2969; 5.0063
1999-05-24-05; 0.3076; 4.8061
1999-05-24-06; 0.2969; 5.0900
1999-05-24-07; 0.3228; 5.0538
1999-05-24-08; 0.3203; 5.0851
1999-05-24-09; 0.3326; 5.3743
1999-05-24-10; 0.2942; 5.2675
1999-05-24-11; 0.4122; 5.3828
1999-05-24-12; 0.4103; 5.1929
1999-05-24-13; 0.4009; 5.1889
1999-05-24-14; 0.3943; 5.5177
1999-05-24-15; 0.3670; 5.5021
1999-05-24-16; 0.3302; 5.4342
1999-05-24-17; 0.3398; 5.5749
1999-05-24-18; 0.3023; 5.4759
1999-05-24-19; 0.3049; 5.7408
1999-05-24-20; 0.3153; 5.5780
1999-05-24-21; 0.3395; 4.9708
1999-05-24-22; 0.3153; 5.1385
1999-05-24-23; 0.3072; 4.7540
1999-05-25-00; 0.2859; 4.8078
1999-05-25-01; 0.2652; 4.5567
1999-05-25-02; 0.2595; 4.9345
1999-05-25-03; 0.2300; 4.5483
1999-05-25-04; 0.2193; 4.6293
1999-05-25-06; 0.2071; 4.6375
1999-05-25-07; 0.2002; 5.0396
1999-05-25-08; 0.2436; 5.2808
1999-05-25-09; 0.2866; 4.3375
1999-05-25-10; 0.2949; 4.4986
1999-05-25-11; 0.3332; 4.5199
1999-05-25-12; 0.3400; 4.4745
1999-05-25-13; 0.3601; 4.7021
1999-05-25-14; 0.3801; 4.8315
1999-05-25-15; 0.3879; 5.0105
1999-05-25-16; 0.3817; 4.9474
1999-05-25-17; 0.3553; 4.9949
1999-05-25-18; 0.3732; 5.0767
1999-05-25-19; 0.3462; 5.3746
1999-05-25-20; 0.3729; 5.5307
1999-05-25-21; 0.3573; 5.5813
1999-05-25-22; 0.3533; 5.6320
1999-05-25-23; 0.3468; 5.6701
1999-05-26-00; 0.3395; 5.5575
1999-05-26-01; 0.3175; 5.6449
1999-05-26-02; 0.2831; 5.4965
1999-05-26-03; 0.2626; 5.3993
1999-05-26-04; 0.2716; 5.2743
1999-05-26-05; 0.2436; 5.1429
1999-05-26-06; 0.2369; 5.0027
1999-05-26-07; 0.2119; 5.0101
1999-05-26-08; 0.2229; 4.6188
1999-05-26-09; 0.2468; 4.7508
1999-05-26-10; 0.2335; 4.7280
1999-05-26-11; 0.2402; 4.5118
1999-05-26-12; 0.2887; 4.0604
1999-05-26-13; 0.3082; 3.9229
1999-05-26-14; 0.3231; 3.6602
1999-05-26-15; 0.3631; 3.5609
1999-05-26-16; 0.3380; 3.6392
1999-05-26-17; 0.4073; 3.5031
1999-05-26-18; 0.4530; 3.4193
1999-05-26-19; 0.4750; 3.5206
1999-05-26-20; 0.4503; 3.4890
1999-05-26-21; 0.5379; 3.7832
1999-05-26-22; 0.5174; 3.6958
1999-05-26-23; 0.5205; 3.7552
1999-05-27-00; 0.5346; 3.8801
1999-05-27-01; 0.5132; 3.9425
1999-05-27-03; 0.5001; 3.9675
1999-05-27-04; 0.5017; 4.0511
1999-05-27-05; 0.5236; 4.1854
1999-05-27-06; 0.5490; 4.2823
1999-05-27-07; 0.5190; 4.2785
1999-05-27-08; 0.5548; 4.5411
1999-05-27-09; 0.5325; 4.5249
1999-05-27-10; 0.5245; 4.6235
1999-05-27-11; 0.4738; 4.4676
1999-05-27-12; 0.4920; 4.5495
1999-05-27-13; 0.4349; 4.5150
1999-05-27-14; 0.4472; 4.5028
1999-05-27-16; 0.4218; 4.2958
1999-05-27-17; 0.4386; 4.3470
1999-05-27-18; 0.3984; 4.3219
1999-05-27-19; 0.4503; 4.2419
1999-05-27-20; 0.4103; 4.3650
1999-05-27-21; 0.4103; 4.2053
1999-05-27-22; 0.4395; 4.3723
1999-05-27-23; 0.4064; 4.3749
1999-05-28-00; 0.4218; 4.3302
1999-05-28-01; 0.4044; 4.2653
1999-05-28-02; 0.3964; 4.2168
1999-05-28-03; 0.4122; 4.4105
1999-05-28-04; 0.3604; 4.3907
1999-05-28-05; 0.4298; 4.5176
1999-05-28-06; 0.4083; 3.8746
1999-05-28-07; 0.4228; 3.7683
1999-05-28-08; 0.4644; 3.9022
1999-05-28-09; 0.4368; 4.0484
1999-05-28-10; 0.4512; 3.9069
1999-05-28-11; 0.4161; 3.9908
1999-05-28-12; 0.4336; 4.2878
1999-05-28-13; 0.3969; 4.2167
1999-05-28-14; 0.4066; 4.2631
1999-05-28-15; 0.3713; 4.0445
1999-05-28-16; 0.3228; 3.9425
1999-05-28-17; 0.3421; 3.9968
1999-05-28-18; 0.3234; 4.1411
1999-05-28-19; 0.3178; 4.0471
1999-05-28-20; 0.2803; 3.8590
1999-05-28-21; 0.2915; 4.0073
1999-05-28-22; 0.2996; 4.0031
1999-05-28-23; 0.2686; 3.7553
1999-05-29-00; 0.2633; 3.8957
1999-05-29-01; 0.2887; 3.5648
1999-05-29-02; 0.2745; 3.5694
1999-05-29-03; 0.2686; 3.4270
1999-05-29-04; 0.2716; 3.4512
1999-05-29-05; 0.2500; 3.5940
1999-05-29-06; 0.2402; 3.6481
1999-05-29-07; 0.2648; 3.2755
1999-05-29-09; 0.3222; 3.1491
1999-05-29-10; 0.3609; 3.2572
1999-05-29-11; 0.3867; 3.3955
1999-05-29-12; 0.3867; 3.4888
1999-05-29-13; 0.3969; 3.4016
1999-05-29-14; 0.4298; 3.6530
1999-05-29-15; 0.4209; 3.6562
1999-05-29-16; 0.4294; 3.6861
1999-05-29-17; 0.4261; 3.8480
1999-05-29-18; 0.4336; 3.9279
1999-05-29-19; 0.3984; 3.9264
1999-05-29-20; 0.3670; 3.9611
1999-05-29-21; 0.3756; 3.8863
1999-05-29-22; 0.4294; 3.4833
1999-05-29-23; 0.4326; 3.6331
1999-05-30-00; 0.4326; 3.4795
1999-05-30-01; 0.4661; 3.5209
1999-05-30-02; 0.4626; 3.6632
1999-05-30-03; 0.5147; 3.6523
1999-05-30-04; 0.4809; 3.5336
1999-05-30-05; 0.4957; 3.4667
1999-05-30-06; 0.5645; 3.5685
1999-05-30-07; 0.6251; 3.5717
1999-05-30-08; 0.6453; 3.6372
1999-05-30-09; 0.7081; 3.8090
1999-05-30-10; 0.6444; 3.7317
1999-05-30-11; 0.6219; 3.8284
1999-05-30-12; 0.5932; 3.8626
1999-05-30-14; 0.5652; 3.9848
1999-05-30-15; 0.6174; 3.9462
1999-05-30-16; 0.5806; 4.0351
1999-05-30-17; 0.6062; 4.0954
1999-05-30-18; 0.5461; 3.9118
1999-05-30-19; 0.5631; 4.2574
1999-05-30-20; 0.6006; 4.2508
1999-05-30-21; 0.6019; 4.2421
1999-05-30-22; 0.6347; 4.2886
1999-05-30-23; 0.6591; 4.3029
1999-05-31-00; 0.6883; 4.3822
1999-05-31-01; 0.6864; 4.5089
1999-05-31-02; 0.6496; 4.2469
1999-05-31-03; 0.6777; 4.4148
1999-05-31-04; 0.6543; 4.2173
1999-05-31-05; 0.6760; 4.1697
1999-05-31-06; 0.7246; 4.1674
1999-05-31-07; 0.7684; 4.2407
1999-05-31-08; 0.7320; 4.1297
1999-05-31-09; 0.7021; 4.0935
1999-05-31-10; 0.6860; 4.1138
1999-05-31-11; 0.7010; 4.1432
1999-05-31-12; 0.6550; 4.0689
1999-05-31-13; 0.6334; 4.1585
1999-05-31-14; 0.5789; 4.0752
1999-05-31-15; 0.5116; 4.1136
1999-05-31-16; 0.4883; 4.1456
1999-05-31-17; 0.5001; 4.1815
1999-05-31-18; 0.5061; 3.9809
1999-05-31-19; 0.5184; 3.8754
1999-05-31-20; 0.4561; 3.5640
1999-05-31-21; 0.4463; 3.4328
1999-05-31-22; 0.6709; 3.2627
1999-05-31-23; 0.6450; 3.4710
1999-06-01-00; 0.7010; 3.7276
1999-06-01-01; 0.6998; 3.8778
1999-06-01-02; 0.6889; 3.9152
1999-06-01-03; 0.5722; 3.8297
1999-06-01-04; 0.4920; 3.8839
1999-06-01-05; 0.5446; 3.9840
1999-06-01-06; 0.5402; 3.6720
1999-06-01-07; 0.5409; 3.6802
1999-06-01-08; 0.5993; 3.6055
1999-06-01-09; 0.6796; 3.8891
1999-06-01-10; 0.7416; 4.0641
1999-06-01-11; 0.6944; 4.0607
1999-06-01-12; 0.7254; 4.1420
1999-06-01-13; 0.7221; 4.3129
1999-06-01-15; 0.7394; 4.5011
1999-06-01-16; 0.7618; 4.4485
1999-06-01-17; 0.7770; 4.3911
1999-06-01-18; 0.7224; 4.3219
1999-06-01-19; 0.7429; 4.4640
1999-06-01-20; 0.7018; 4.5461
1999-06-01-21; 0.7149; 4.7003
1999-06-01-22; 0.7426; 4.9078
1999-06-01-23; 0.7414; 4.9460
1999-06-02-00; 0.7596; 5.0945
1999-06-02-01; 0.7691; 4.9294
1999-06-02-02; 0.7715; 4.7380
1999-06-02-03; 0.7874; 4.6160
1999-06-02-04; 0.7826; 4.5202
1999-06-02-05; 0.9146; 4.4726
1999-06-02-06; 0.9390; 4.3934
1999-06-02-07; 1.0062; 4.4168
1999-06-02-08; 1.0575; 4.4660
1999-06-02-09; 1.0362; 4.5360
1999-06-02-10; 0.9789; 4.5344
1999-06-02-11; 0.9826; 4.5426
1999-06-02-12; 0.9896; 4.6398
1999-06-02-13; 0.9623; 4.4431
1999-06-02-14; 0.9161; 4.7211
1999-06-02-15; 0.9455; 4.6236
1999-06-02-16; 0.8761; 4.3750
1999-06-02-17; 0.9746; 4.3339
1999-06-02-18; 0.9686; 4.5780
1999-06-02-19; 0.9740; 4.4893
1999-06-02-20; 0.9989; 4.7735
1999-06-02-21; 0.9600; 4.6922
1999-06-02-22; 0.9910; 4.8492
1999-06-02-23; 0.9778; 4.8468
1999-06-03-00; 0.9653; 4.7452
1999-06-03-01; 1.0238; 4.8669
1999-06-03-02; 0.9926; 4.7547
1999-06-03-03; 1.0249; 4.8854
1999-06-03-04; 0.9858; 4.8153
1999-06-03-05; 1.0839; 4.8731
1999-06-03-06; 0.9900; 4.8032
1999-06-03-07; 1.0549; 4.8676
1999-06-03-08; 1.0139; 4.6828
1999-06-03-09; 1.0441; 4.6667
1999-06-03-10; 0.9236; 4.5532
1999-06-03-11; 0.8914; 4.4838
1999-06-03-12; 0.8452; 4.4469
1999-06-03-13; 0.7447; 4.2755
1999-06-03-14; 0.7549; 4.3369
1999-06-03-15; 0.7308; 4.4588
1999-06-03-16; 0.7010; 4.4702
1999-06-03-17; 0.6484; 4.4168
1999-06-03-18; 0.6270; 4.4117
1999-06-03-19; 0.6154; 4.4505
1999-06-03-20; 0.5993; 4.5127
1999-06-03-21; 0.6384; 4.6886
1999-06-03-22; 0.6509; 4.7324
1999-06-03-23; 0.6006; 4.7440
1999-06-04-00; 0.5844; 4.7934
1999-06-04-01; 0.6197; 4.6624
1999-06-04-02; 0.5778; 4.6270
1999-06-04-03; 0.6138; 4.3863
1999-06-04-04; 0.5969; 4.3851
1999-06-04-05; 0.6381; 4.1859
1999-06-04-06; 0.5999; 4.2917
1999-06-04-07; 0.5833; 4.0327
1999-06-04-08; 0.5733; 4.0204
1999-06-04-09; 0.5761; 4.0129
1999-06-04-10; 0.5566; 3.9487
1999-06-04-11; 0.5174; 4.2023
1999-06-04-12; 0.5266; 4.1704
1999-06-04-13; 0.5282; 4.1780
1999-06-04-14; 0.4805; 4.2550
1999-06-04-15; 0.4908; 4.2660
1999-06-04-16; 0.4738; 4.3821
1999-06-04-17; 0.4494; 4.1786
1999-06-04-18; 0.3999; 4.3422
1999-06-04-19; 0.3735; 4.4756
1999-06-04-20; 0.4083; 4.2541
1999-06-04-21; 0.4331; 4.2035
1999-06-04-22; 0.4024; 4.1640
1999-06-04-23; 0.4294; 4.3625
1999-06-05-00; 0.4517; 3.9808
1999-06-05-01; 0.4716; 4.1682
1999-06-05-02; 0.4298; 4.2604
1999-06-05-03; 0.4349; 4.0155
1999-06-05-04; 0.4454; 3.7706
1999-06-05-05; 0.4622; 3.7055
1999-06-05-06; 0.4481; 3.6053
1999-06-05-07; 0.4113; 3.5933
1999-06-05-08; 0.4151; 3.5012
1999-06-05-09; 0.4122; 3.6075
1999-06-05-10; 0.3954; 3.6011
1999-06-05-11; 0.4142; 3.6369
1999-06-05-12; 0.3923; 3.5633
1999-06-05-13; 0.4073; 3.5107
1999-06-05-14; 0.4298; 3.5335
1999-06-05-15; 0.4185; 3.6488
1999-06-05-16; 0.4249; 3.6061
1999-06-05-17; 0.3799; 3.6204
1999-06-05-18; 0.3748; 3.4940
1999-06-05-19; 0.3941; 3.4980
1999-06-05-20; 0.3964; 3.3632
1999-06-05-21; 0.4204; 3.3582
1999-06-05-22; 0.4317; 3.4816
1999-06-05-23; 0.4704; 3.4985
1999-06-06-00; 0.4826; 3.5617
1999-06-06-01; 0.4691; 3.5540
1999-06-06-02; 0.4875; 3.5968
1999-06-06-03; 0.4900; 3.5372
1999-06-06-04; 0.4969; 3.5623
1999-06-06-05; 0.4871; 3.4817
1999-06-06-06; 0.5037; 3.5107
1999-06-06-07; 0.5600; 3.5805
1999-06-06-08; 0.5616; 3.5587
