time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2007-12-10-08; 1.6243; 5.2834
2007-12-10-09; 1.6033; 5.0175
2007-12-10-11; 1.6080; 5.1056
2007-12-10-12; 1.6469; 5.1364
2007-12-10-13; 1.6149; 5.1860
2007-12-10-14; 1.6869; 5.2020
2007-12-10-15; 1.6500; 5.3014
2007-12-10-16; 1.7704; 5.3221
2007-12-10-17; 1.7277; 5.3323
2007-12-10-18; 1.5892; 5.1618
2007-12-10-19; 1.7379; 5.3714
2007-12-10-20; 1.6126; 5.1395
2007-12-10-22; 1.5865; 5.3202
2007-12-10-23; 1.6238; 5.2620
2007-12-11-00; 1.5308; 5.2314
2007-12-11-01; 1.5367; 5.2016
2007-12-11-02; 1.5682; 5.2112
2007-12-11-03; 1.3916; 5.1167
2007-12-11-05; 1.5055; 4.7651
2007-12-11-06; 1.4174; 4.7612
2007-12-11-07; 1.4830; 4.9195
2007-12-11-08; 1.4291; 4.8435
2007-12-11-09; 1.3542; 4.7487
2007-12-11-10; 1.4270; 4.8197
2007-12-11-11; 1.4742; 4.9416
2007-12-11-12; 1.4247; 4.9172
2007-12-11-15; 1.5674; 4.9326
2007-12-11-16; 1.6692; 5.1191
2007-12-11-17; 1.7953; 5.2605
2007-12-11-18; 1.4648; 5.0612
2007-12-11-19; 1.4009; 5.0379
2007-12-11-20; 1.3462; 5.0221
2007-12-11-21; 1.2712; 4.9926
2007-12-11-22; 1.3922; 5.1741
2007-12-11-23; 1.4786; 5.1157
2007-12-12-00; 1.5809; 5.3844
2007-12-12-01; 1.6602; 5.3167
2007-12-12-03; 1.5405; 5.2341
2007-12-12-04; 1.4008; 5.1157
2007-12-12-05; 1.5317; 5.2515
2007-12-12-06; 1.4016; 5.1107
2007-12-12-07; 1.2180; 4.8438
2007-12-12-08; 1.2839; 4.7812
2007-12-12-09; 1.3740; 4.7214
2007-12-12-10; 1.3686; 4.9747
2007-12-12-11; 1.2685; 4.9134
2007-12-12-12; 1.0898; 4.8890
2007-12-12-13; 1.1526; 5.4485
2007-12-12-14; 1.0570; 5.4636
2007-12-12-15; 1.0121; 5.1363
2007-12-12-16; 1.1837; 5.2675
2007-12-12-17; 1.1238; 5.1155
2007-12-12-18; 1.1442; 5.1655
2007-12-12-19; 1.0656; 5.0543
2007-12-12-21; 1.0114; 4.8524
2007-12-12-22; 0.9686; 4.9061
2007-12-12-23; 0.9563; 5.0464
2007-12-13-00; 0.9181; 4.8282
2007-12-13-01; 0.8934; 4.9446
2007-12-13-02; 0.8912; 5.0002
2007-12-13-03; 0.8181; 4.8549
2007-12-13-04; 0.8530; 4.9871
2007-12-13-05; 0.8527; 4.9832
2007-12-13-06; 0.8620; 5.0369
2007-12-13-07; 0.8841; 4.9702
2007-12-13-08; 0.8773; 4.8106
2007-12-13-09; 0.8863; 4.9437
2007-12-13-10; 0.8314; 4.7971
2007-12-13-11; 0.8048; 4.9109
2007-12-13-12; 0.8009; 4.9542
2007-12-13-13; 0.7596; 4.8909
2007-12-13-14; 0.6734; 4.8989
2007-12-13-15; 0.7209; 4.7993
2007-12-13-16; 0.7108; 4.7695
2007-12-13-17; 0.7585; 4.8403
2007-12-13-18; 0.6899; 4.6620
2007-12-13-19; 0.7511; 4.8613
2007-12-13-20; 0.6978; 4.8088
2007-12-13-21; 0.7391; 5.0500
2007-12-13-22; 0.6899; 4.9704
2007-12-13-23; 0.7252; 5.0606
2007-12-14-00; 0.7447; 5.1749
2007-12-14-01; 0.6841; 5.2093
2007-12-14-02; 0.6616; 5.0341
2007-12-14-03; 0.6746; 4.7581
2007-12-14-04; 0.6740; 4.3957
2007-12-14-05; 0.7113; 4.3748
2007-12-14-06; 0.6256; 4.3176
2007-12-14-07; 0.6217; 4.6621
2007-12-14-08; 0.5802; 4.6563
2007-12-14-09; 0.5632; 4.8163
2007-12-14-10; 0.6328; 5.1140
2007-12-14-11; 0.5666; 5.2748
2007-12-14-12; 0.6109; 5.1685
2007-12-14-13; 0.5854; 5.2542
2007-12-14-14; 0.5835; 4.8521
2007-12-14-15; 0.6011; 4.6759
2007-12-14-16; 0.6493; 4.3066
2007-12-14-17; 0.7824; 4.3506
2007-12-14-18; 0.7855; 4.0075
2007-12-14-19; 0.7973; 3.8959
2007-12-14-20; 0.8250; 4.0136
2007-12-14-21; 0.8004; 4.0170
2007-12-14-22; 0.7568; 4.0450
2007-12-14-23; 0.8084; 4.1330
2007-12-15-00; 0.8708; 4.2270
2007-12-15-01; 0.8825; 4.0514
2007-12-15-02; 0.9697; 4.1254
2007-12-15-03; 0.9976; 4.1194
2007-12-15-04; 1.0209; 4.1550
2007-12-15-05; 1.0505; 4.3697
2007-12-15-06; 1.1538; 4.5522
2007-12-15-07; 1.2382; 4.7147
2007-12-15-08; 1.2381; 4.7779
2007-12-15-09; 1.3486; 4.9698
2007-12-15-10; 1.4629; 5.1686
2007-12-15-11; 1.4407; 5.1691
2007-12-15-12; 1.2987; 5.0271
2007-12-15-13; 1.2932; 5.2461
2007-12-15-14; 1.4096; 5.4220
2007-12-15-15; 1.3420; 5.3582
2007-12-15-16; 1.3293; 5.4227
2007-12-15-17; 1.2317; 5.3992
2007-12-15-18; 1.1224; 5.3680
2007-12-15-19; 1.1544; 5.3484
2007-12-15-20; 1.1201; 5.4696
2007-12-15-21; 1.1595; 5.3362
2007-12-15-22; 1.1773; 5.1599
2007-12-15-23; 1.1808; 4.7150
2007-12-16-00; 1.3554; 4.2453
2007-12-16-01; 1.4668; 4.3792
2007-12-16-02; 1.8001; 4.6873
2007-12-16-03; 1.8057; 4.7510
2007-12-16-04; 2.1048; 4.8815
2007-12-16-05; 2.7499; 5.3116
2007-12-16-06; 2.9126; 5.6058
2007-12-16-07; 3.1617; 5.8888
2007-12-16-08; 3.3405; 6.0358
2007-12-16-09; 3.5655; 6.4017
2007-12-16-10; 4.0812; 6.4743
2007-12-16-11; 4.6496; 7.2576
2007-12-16-12; 4.4803; 7.1212
2007-12-16-13; 4.6550; 7.4738
2007-12-16-14; 4.7381; 7.5575
2007-12-16-15; 4.6737; 7.5198
2007-12-16-17; 4.2123; 7.1809
2007-12-16-18; 3.9057; 6.8300
2007-12-16-19; 3.6608; 6.9551
2007-12-16-20; 3.3336; 6.6630
2007-12-16-21; 3.2174; 6.6289
2007-12-16-22; 3.2981; 6.7960
2007-12-17-00; 3.2652; 6.9264
2007-12-17-01; 3.1393; 6.8050
2007-12-17-02; 2.9093; 6.8462
2007-12-17-03; 2.7144; 6.6779
2007-12-17-04; 2.7337; 6.3973
2007-12-17-05; 2.6002; 6.4055
2007-12-17-06; 2.3768; 6.2002
2007-12-17-07; 2.2318; 5.9494
2007-12-17-08; 2.2071; 6.0079
2007-12-17-09; 1.9081; 5.8388
2007-12-17-10; 1.8684; 5.5800
2007-12-17-11; 1.9301; 5.6133
2007-12-17-12; 1.8284; 5.3391
2007-12-17-13; 1.6992; 5.2828
2007-12-17-14; 1.6468; 5.2032
2007-12-17-15; 1.5925; 5.0271
2007-12-17-16; 1.5965; 4.9765
2007-12-17-17; 1.4843; 4.7047
2007-12-17-18; 1.4876; 4.6973
2007-12-17-19; 1.3553; 4.6680
2007-12-17-20; 1.4886; 4.7917
2007-12-17-21; 1.2928; 4.4895
2007-12-17-22; 1.4035; 4.6461
2007-12-17-23; 1.2874; 4.4154
2007-12-18-00; 1.2725; 4.4057
2007-12-18-01; 1.3508; 4.4212
2007-12-18-02; 1.2923; 4.3909
2007-12-18-03; 1.1924; 4.5015
2007-12-18-04; 1.1740; 4.6352
2007-12-18-05; 1.1626; 4.7046
2007-12-18-06; 1.0828; 4.6248
2007-12-18-07; 1.0170; 4.7418
2007-12-18-08; 1.0599; 4.8004
2007-12-18-09; 1.0699; 4.9770
2007-12-18-10; 0.9555; 4.8550
2007-12-18-11; 1.0351; 4.9313
2007-12-18-12; 1.0433; 5.0457
2007-12-18-13; 1.0191; 5.0781
2007-12-18-14; 0.9552; 4.7897
2007-12-18-15; 0.9633; 4.8170
2007-12-18-16; 1.0074; 4.8541
2007-12-18-17; 0.9503; 4.8000
2007-12-18-18; 0.9502; 4.7779
2007-12-18-19; 1.0326; 4.8367
2007-12-18-20; 0.9807; 4.5622
2007-12-18-21; 1.0706; 4.5361
2007-12-18-22; 1.0832; 4.4398
2007-12-18-23; 1.0594; 4.4503
2007-12-19-00; 0.9692; 4.3121
2007-12-19-01; 1.0218; 4.2847
2007-12-19-02; 1.0233; 4.3543
2007-12-19-03; 1.0527; 4.3389
2007-12-19-04; 0.9676; 4.2958
2007-12-19-05; 0.8961; 4.3977
2007-12-19-06; 0.9083; 4.3490
2007-12-19-07; 0.8379; 4.3674
2007-12-19-08; 0.7282; 4.2188
2007-12-19-09; 0.7703; 4.3469
2007-12-19-10; 0.7931; 4.5083
2007-12-19-11; 0.7372; 4.3763
2007-12-19-12; 0.6675; 4.4652
2007-12-19-13; 0.6748; 4.4169
2007-12-19-14; 0.6256; 4.3397
2007-12-19-15; 0.6331; 4.4468
2007-12-19-17; 0.5537; 4.3357
2007-12-19-18; 0.5823; 4.3897
2007-12-19-19; 0.5678; 4.3764
2007-12-19-20; 0.5631; 4.3321
2007-12-19-21; 0.5625; 4.4057
2007-12-19-22; 0.5319; 4.5868
2007-12-19-23; 0.5404; 4.5774
2007-12-20-00; 0.5600; 4.3534
2007-12-20-01; 0.5295; 4.5705
2007-12-20-02; 0.5415; 4.5067
2007-12-20-03; 0.5418; 4.6855
2007-12-20-04; 0.5845; 4.2624
2007-12-20-05; 0.6968; 4.1573
2007-12-20-06; 0.7508; 4.0878
2007-12-20-07; 0.8002; 4.0060
2007-12-20-08; 0.7365; 4.0682
2007-12-20-10; 0.8228; 4.0050
2007-12-20-11; 0.8820; 3.9873
2007-12-20-12; 0.9591; 4.1336
2007-12-20-13; 0.9399; 4.2192
2007-12-20-14; 0.9558; 4.1985
2007-12-20-15; 0.9675; 4.3177
2007-12-20-16; 0.9568; 4.3770
2007-12-20-17; 1.0098; 4.3954
2007-12-20-18; 0.9080; 4.3178
2007-12-20-19; 0.9824; 4.3784
2007-12-20-20; 0.9601; 4.3476
2007-12-20-21; 0.9509; 4.3873
2007-12-20-22; 1.0708; 4.5323
2007-12-20-23; 1.0218; 4.6019
2007-12-21-00; 1.0936; 4.5504
2007-12-21-01; 1.2959; 4.7649
2007-12-21-02; 1.2900; 4.7814
2007-12-21-03; 1.3827; 4.9742
2007-12-21-04; 1.4193; 4.8689
2007-12-21-05; 1.3331; 4.9841
2007-12-21-06; 1.3668; 4.9522
2007-12-21-07; 1.6022; 5.1793
2007-12-21-08; 1.6110; 5.1645
2007-12-21-09; 1.5535; 5.1447
2007-12-21-10; 1.5856; 5.0875
2007-12-21-11; 1.5180; 5.0717
2007-12-21-12; 1.3633; 4.9730
2007-12-21-13; 1.3331; 4.9001
2007-12-21-14; 1.2282; 4.8160
2007-12-21-15; 1.1727; 4.8211
2007-12-21-16; 1.0923; 4.8537
2007-12-21-17; 1.0028; 4.7272
2007-12-21-18; 0.9703; 4.6327
2007-12-21-19; 1.0391; 4.8693
2007-12-21-20; 0.9458; 4.7767
2007-12-21-21; 0.9988; 4.8696
2007-12-21-22; 0.9732; 5.0517
2007-12-21-23; 1.0132; 5.2139
2007-12-22-00; 0.9185; 5.0898
2007-12-22-01; 0.9435; 5.1092
2007-12-22-02; 0.9129; 5.2434
2007-12-22-03; 0.7629; 4.9920
2007-12-22-04; 0.8747; 4.9708
2007-12-22-05; 0.8736; 4.8780
2007-12-22-06; 0.8377; 4.7545
2007-12-22-07; 0.7708; 4.6824
2007-12-22-08; 0.7488; 4.5767
2007-12-22-09; 0.7483; 4.4517
2007-12-22-10; 0.7199; 4.3008
2007-12-22-11; 0.8003; 4.2522
2007-12-22-12; 0.7736; 4.0473
2007-12-22-13; 0.8506; 4.1113
2007-12-22-14; 0.9102; 4.2635
2007-12-22-15; 0.9482; 4.2528
2007-12-22-17; 1.0796; 4.3233
2007-12-22-18; 1.1953; 4.4797
2007-12-22-19; 1.1756; 4.4598
2007-12-22-20; 1.1601; 4.4040
2007-12-22-21; 1.3172; 4.5395
2007-12-22-22; 1.2286; 4.6135
2007-12-22-23; 1.2663; 4.7682
2007-12-23-00; 1.2484; 4.8126
2007-12-23-01; 1.2383; 4.9206
2007-12-23-02; 1.2668; 4.9704
2007-12-23-03; 1.1774; 4.9359
2007-12-23-04; 1.0757; 4.9874
2007-12-23-05; 1.1647; 4.9739
2007-12-23-06; 1.0934; 4.9172
2007-12-23-07; 1.1367; 4.9834
2007-12-23-08; 1.1242; 5.0037
2007-12-23-09; 1.0155; 4.7819
2007-12-23-10; 0.9633; 4.6846
2007-12-23-11; 0.9703; 4.0350
2007-12-23-12; 1.4916; 3.8671
2007-12-23-13; 1.9255; 4.5561
2007-12-23-14; 2.3802; 4.9615
2007-12-23-15; 2.6236; 5.2891
2007-12-23-16; 2.6839; 5.4837
2007-12-23-17; 2.6502; 5.7657
2007-12-23-18; 2.7691; 5.7222
2007-12-23-19; 3.0406; 6.2393
2007-12-23-20; 2.6495; 5.9812
2007-12-23-21; 2.8365; 6.3263
2007-12-23-22; 2.6918; 6.2193
2007-12-23-23; 2.9370; 6.5061
2007-12-24-00; 2.9272; 6.6472
2007-12-24-01; 2.7576; 6.5633
2007-12-24-02; 2.3863; 6.3777
2007-12-24-03; 2.5017; 6.3558
2007-12-24-04; 2.4327; 6.1939
2007-12-24-05; 2.1679; 6.0489
2007-12-24-06; 2.0635; 6.0079
2007-12-24-07; 2.0610; 6.1567
2007-12-24-08; 2.1718; 6.1786
2007-12-24-09; 1.8771; 5.8424
2007-12-24-10; 1.7928; 5.9281
2007-12-24-11; 1.6283; 5.5062
2007-12-24-12; 1.5436; 5.7091
2007-12-24-13; 1.4278; 5.6780
2007-12-24-14; 1.3977; 5.6058
2007-12-24-15; 1.2814; 5.2275
2007-12-24-16; 1.2617; 5.2258
2007-12-24-17; 1.2116; 5.2158
2007-12-24-18; 1.1489; 5.0643
2007-12-24-19; 1.0964; 5.0074
2007-12-24-20; 0.9672; 4.7108
2007-12-24-21; 0.9207; 4.7215
2007-12-24-22; 0.8603; 4.5861
2007-12-24-23; 0.8190; 4.6168
2007-12-25-00; 0.8457; 4.7320
2007-12-25-01; 0.7313; 4.4698
2007-12-25-02; 0.7618; 4.3636
2007-12-25-03; 0.7540; 4.0873
2007-12-25-04; 0.7036; 3.9015
2007-12-25-05; 0.7061; 4.1389
2007-12-25-06; 0.6886; 4.3071
2007-12-25-07; 0.6748; 4.4405
2007-12-25-08; 0.6439; 4.3937
2007-12-25-09; 0.6517; 4.5668
2007-12-25-10; 0.6136; 4.6180
2007-12-25-11; 0.6270; 4.7771
2007-12-25-12; 0.6362; 5.0230
2007-12-25-13; 0.6742; 4.9016
2007-12-25-14; 0.6417; 5.1062
2007-12-25-15; 0.6804; 5.1577
2007-12-25-16; 0.6619; 5.0801
2007-12-25-17; 0.7097; 5.1918
2007-12-25-18; 0.6590; 5.1175
2007-12-25-19; 0.6261; 4.8953
2007-12-25-20; 0.6425; 5.0580
2007-12-25-21; 0.5842; 4.9055
2007-12-25-22; 0.5816; 4.5003
2007-12-25-23; 0.5691; 4.0377
2007-12-26-00; 0.6367; 4.0711
2007-12-26-01; 0.6760; 4.2201
2007-12-26-02; 0.8332; 4.4866
2007-12-26-03; 0.9333; 4.8959
2007-12-26-04; 0.9363; 4.9446
2007-12-26-05; 0.9585; 4.9684
2007-12-26-06; 1.0037; 4.9516
2007-12-26-07; 1.0632; 4.9448
2007-12-26-08; 1.0663; 4.9712
2007-12-26-09; 1.0964; 5.0922
2007-12-26-10; 1.2177; 5.3545
2007-12-26-11; 1.1940; 5.2732
2007-12-26-12; 1.0751; 5.2739
2007-12-26-13; 0.9357; 5.1146
2007-12-26-14; 0.8967; 5.1794
2007-12-26-15; 0.8634; 5.2572
2007-12-26-16; 0.8196; 5.1817
2007-12-26-17; 0.8196; 5.3243
2007-12-26-18; 0.8096; 5.1458
2007-12-26-19; 0.8593; 5.2262
2007-12-26-20; 0.7907; 4.7940
2007-12-26-21; 0.7058; 4.3051
2007-12-26-22; 0.8935; 4.2699
2007-12-26-23; 0.8296; 4.2458
2007-12-27-00; 0.8655; 4.2994
2007-12-27-01; 0.8327; 4.4189
2007-12-27-02; 0.7738; 4.4156
2007-12-27-03; 0.7515; 4.2531
2007-12-27-04; 0.7699; 4.3252
2007-12-27-05; 0.6640; 4.1764
2007-12-27-06; 0.7565; 4.2520
2007-12-27-07; 0.8196; 4.3090
2007-12-27-08; 0.7265; 4.0926
2007-12-27-09; 0.7307; 4.2881
2007-12-27-10; 0.7987; 4.3718
2007-12-27-11; 0.7555; 4.3460
2007-12-27-12; 0.7106; 4.4727
2007-12-27-13; 0.7350; 4.6320
2007-12-27-14; 0.6640; 4.5835
2007-12-27-15; 0.6935; 4.6524
2007-12-27-16; 0.6555; 4.6307
2007-12-27-17; 0.6513; 4.5856
2007-12-27-18; 0.7240; 4.4217
2007-12-27-19; 0.7129; 4.2673
2007-12-27-20; 0.7926; 4.3144
2007-12-27-21; 0.8972; 4.4648
2007-12-27-22; 1.0402; 4.8168
2007-12-27-23; 1.1910; 5.2769
2007-12-28-00; 1.1577; 5.1644
2007-12-28-01; 1.0995; 5.1378
2007-12-28-02; 1.0364; 4.9569
2007-12-28-03; 1.0147; 4.8295
2007-12-28-04; 1.0384; 4.5922
2007-12-28-05; 1.0504; 4.6231
2007-12-28-06; 1.1367; 4.5976
2007-12-28-07; 1.3406; 4.8088
2007-12-28-09; 1.5350; 4.9845
2007-12-28-10; 1.5527; 4.9867
2007-12-28-11; 1.6460; 5.1607
2007-12-28-12; 1.6509; 5.1631
2007-12-28-13; 1.5892; 5.1682
2007-12-28-14; 1.7150; 5.3177
2007-12-28-15; 1.5732; 5.1022
2007-12-28-16; 1.5420; 5.0099
2007-12-28-17; 1.6341; 5.2236
2007-12-28-18; 1.4602; 5.0527
2007-12-28-19; 1.6744; 5.3944
2007-12-28-20; 1.5011; 5.1935
2007-12-28-21; 1.4859; 5.2364
2007-12-28-22; 1.3466; 5.1833
2007-12-28-23; 1.3730; 5.3564
2007-12-29-00; 1.3790; 5.4402
2007-12-29-01; 1.2655; 5.2742
2007-12-29-02; 1.1904; 5.2979
2007-12-29-03; 1.2271; 5.3254
2007-12-29-04; 1.1974; 5.4352
2007-12-29-05; 1.0534; 5.1300
2007-12-29-06; 0.9775; 5.1874
2007-12-29-07; 0.9297; 4.9725
2007-12-29-08; 0.9697; 4.9727
2007-12-29-09; 0.9095; 4.8594
2007-12-29-10; 0.8704; 4.8188
2007-12-29-11; 0.8888; 4.7577
2007-12-29-12; 0.8961; 4.7155
2007-12-29-13; 0.8767; 4.7538
2007-12-29-14; 0.8510; 4.6724
2007-12-29-15; 0.8445; 4.6580
2007-12-29-16; 0.8574; 4.6110
2007-12-29-17; 0.8918; 4.5305
2007-12-29-18; 0.9448; 4.6087
2007-12-29-19; 0.9794; 4.7655
2007-12-29-20; 1.0813; 4.9897
2007-12-29-21; 1.0438; 4.7481
2007-12-29-22; 1.0096; 4.7801
2007-12-29-23; 1.0479; 4.7057
2007-12-30-00; 1.0699; 4.6974
2007-12-30-01; 1.0646; 4.9265
2007-12-30-02; 0.9528; 4.8051
2007-12-30-03; 0.9321; 4.7445
2007-12-30-04; 0.8817; 4.9246
2007-12-30-05; 0.8926; 4.7885
2007-12-30-06; 0.8427; 4.8635
2007-12-30-07; 0.9199; 4.9125
2007-12-30-08; 0.8344; 4.6444
2007-12-30-09; 0.8598; 4.6718
2007-12-30-10; 0.8720; 4.5607
2007-12-30-11; 0.8513; 4.6009
2007-12-30-12; 0.7764; 4.6175
2007-12-30-13; 0.7948; 4.5275
2007-12-30-14; 0.8899; 4.4405
2007-12-30-15; 0.8729; 4.4531
2007-12-30-16; 0.8772; 4.5311
2007-12-30-17; 0.8040; 4.4851
2007-12-30-18; 0.8050; 4.5181
2007-12-30-19; 0.8543; 4.5985
2007-12-30-20; 0.8641; 4.7242
2007-12-30-21; 0.7815; 4.6237
2007-12-30-22; 0.7916; 4.5635
2007-12-30-23; 0.7769; 4.5659
2007-12-31-00; 0.6786; 4.5617
2007-12-31-01; 0.7274; 4.1156
2007-12-31-02; 0.6886; 3.8190
2007-12-31-03; 0.8501; 3.5407
2007-12-31-04; 0.8413; 3.5471
2007-12-31-05; 0.9315; 3.7920
2007-12-31-06; 0.9963; 4.2805
2007-12-31-07; 1.0034; 4.3209
2007-12-31-08; 1.1507; 4.6618
2007-12-31-09; 1.0629; 4.6929
2007-12-31-10; 0.9139; 4.5680
2007-12-31-11; 0.8522; 4.3952
2007-12-31-12; 0.7736; 4.4421
2007-12-31-13; 0.7323; 4.3785
2007-12-31-14; 0.6993; 4.4141
2007-12-31-15; 0.6736; 4.3333
2007-12-31-16; 0.6309; 4.2923
2007-12-31-17; 0.6232; 4.3211
2007-12-31-18; 0.6062; 4.2748
2007-12-31-19; 0.5490; 4.2682
2007-12-31-20; 0.5595; 4.3362
2007-12-31-21; 0.5114; 4.5538
2007-12-31-22; 0.5084; 4.3654
2007-12-31-23; 0.5312; 4.5076
2008-01-01-00; 0.5244; 4.5274
2008-01-01-01; 0.4821; 4.3858
2008-01-01-02; 0.5174; 4.5366
2008-01-01-03; 0.4863; 4.5685
2008-01-01-04; 0.5251; 4.5701
2008-01-01-05; 0.4855; 4.4945
2008-01-01-06; 0.4635; 4.5315
2008-01-01-07; 0.4494; 4.3194
2008-01-01-08; 0.5464; 3.6351
2008-01-01-09; 0.8240; 3.1249
2008-01-01-10; 1.2649; 3.4025
2008-01-01-11; 1.4233; 3.6910
2008-01-01-12; 1.7637; 3.9321
2008-01-01-13; 2.0361; 4.1833
2008-01-01-14; 2.3231; 4.4284
2008-01-01-15; 2.6813; 4.7725
2008-01-01-16; 3.3164; 5.3222
2008-01-01-17; 3.5285; 5.4353
2008-01-01-18; 3.4086; 5.3857
2008-01-01-19; 3.6313; 5.7347
2008-01-01-20; 4.0281; 5.8990
2008-01-01-21; 4.0438; 6.0793
2008-01-01-22; 3.8413; 6.0120
2008-01-01-23; 4.1146; 6.3193
2008-01-02-00; 4.2114; 6.3653
2008-01-02-01; 4.3505; 6.5770
2008-01-02-02; 4.5280; 6.7528
2008-01-02-03; 3.8438; 6.3494
2008-01-02-04; 3.9062; 6.1646
2008-01-02-05; 3.8655; 6.1077
2008-01-02-06; 4.2321; 6.5615
2008-01-02-07; 3.5655; 5.8657
2008-01-02-08; 3.9582; 6.2754
2008-01-02-09; 3.5249; 5.8599
2008-01-02-10; 3.8911; 6.4037
2008-01-02-11; 3.5768; 6.0703
2008-01-02-12; 3.2548; 5.7847
2008-01-02-13; 3.6635; 6.1379
2008-01-02-14; 3.3226; 5.7005
2008-01-02-15; 3.1699; 5.6017
2008-01-02-16; 3.1699; 5.6917
2008-01-02-17; 3.7455; 5.9447
2008-01-02-18; 3.5710; 6.0448
2008-01-02-19; 3.6496; 6.1016
2008-01-02-20; 3.3650; 5.8462
2008-01-02-21; 3.4589; 5.8205
2008-01-02-22; 3.7355; 6.2408
2008-01-02-23; 3.6343; 6.1063
2008-01-03-00; 3.5091; 6.0588
2008-01-03-01; 3.6858; 6.3002
2008-01-03-02; 3.4356; 5.9786
2008-01-03-03; 3.5309; 6.0215
2008-01-03-04; 3.2084; 5.7555
2008-01-03-05; 2.8896; 5.4790
2008-01-03-06; 2.9704; 5.5885
2008-01-03-07; 2.9510; 5.7721
2008-01-03-08; 2.6099; 5.2045
2008-01-03-09; 2.6264; 5.5042
2008-01-03-10; 2.5664; 5.3850
2008-01-03-11; 2.5906; 5.5183
2008-01-03-12; 2.5051; 5.4031
2008-01-03-13; 2.4551; 5.3974
2008-01-03-15; 2.4150; 5.1516
2008-01-03-16; 2.1746; 4.9740
2008-01-03-17; 2.3045; 5.2340
2008-01-03-18; 2.0707; 4.7513
2008-01-03-19; 2.0164; 4.9248
2008-01-03-20; 1.7606; 4.6946
2008-01-03-21; 1.8911; 4.6702
2008-01-03-22; 1.8467; 4.5447
2008-01-03-23; 1.7791; 4.7006
2008-01-04-00; 1.7371; 4.5993
2008-01-04-01; 1.7527; 4.6953
2008-01-04-03; 1.5503; 4.4932
2008-01-04-04; 1.4407; 4.5122
2008-01-04-05; 1.4438; 4.5076
2008-01-04-06; 1.5280; 4.3221
2008-01-04-07; 1.5007; 4.1428
2008-01-04-08; 1.6514; 4.4839
2008-01-04-09; 1.5367; 4.5349
2008-01-04-10; 1.4236; 4.5772
2008-01-04-11; 1.4112; 4.4910
2008-01-04-12; 1.4706; 4.7178
2008-01-04-13; 1.4097; 4.5168
2008-01-04-14; 1.4421; 4.8705
2008-01-04-15; 1.3396; 4.8077
2008-01-04-16; 1.1093; 4.8366
2008-01-04-17; 1.1443; 4.9976
2008-01-04-21; 1.1066; 4.7475
2008-01-05-01; 1.3838; 3.9304
2008-01-05-02; 1.3550; 4.0235
2008-01-05-03; 1.4103; 4.2096
2008-01-05-04; 1.5651; 4.4520
2008-01-05-05; 1.5067; 4.2813
2008-01-05-06; 1.4909; 4.2151
2008-01-05-07; 1.5664; 4.2756
2008-01-05-08; 1.5979; 4.2774
2008-01-05-09; 1.5058; 4.2745
2008-01-05-10; 1.5016; 4.3628
2008-01-05-11; 1.4138; 4.4870
2008-01-05-12; 1.4654; 4.7964
2008-01-05-13; 1.3989; 4.5112
2008-01-05-15; 1.5840; 4.7192
2008-01-05-16; 1.3997; 4.7260
2008-01-05-17; 1.4218; 4.8504
2008-01-05-18; 1.4218; 4.7523
2008-01-05-19; 1.5818; 4.8924
2008-01-05-20; 1.5033; 4.7799
2008-01-05-21; 1.5126; 4.9879
2008-01-05-22; 1.4535; 4.8075
2008-01-05-23; 1.5253; 4.9338
2008-01-06-00; 1.3921; 4.9450
2008-01-06-01; 1.4138; 4.9497
2008-01-06-02; 1.2356; 4.4813
2008-01-06-03; 1.2853; 4.4842
2008-01-06-05; 1.3670; 4.6123
2008-01-06-06; 1.4157; 4.4756
2008-01-06-07; 1.4691; 4.5205
2008-01-06-08; 1.4572; 4.5240
2008-01-06-09; 1.4105; 4.5484
2008-01-06-10; 1.5166; 4.7339
2008-01-06-11; 1.4317; 4.7627
2008-01-06-12; 1.3099; 4.7138
2008-01-06-13; 1.2662; 4.8055
2008-01-06-14; 1.3320; 4.8358
2008-01-06-15; 1.3699; 4.7391
2008-01-06-16; 1.3283; 4.7564
2008-01-06-17; 1.3369; 4.7533
2008-01-06-18; 1.3206; 4.8557
2008-01-06-19; 1.2662; 4.7474
2008-01-06-20; 1.2515; 4.5923
2008-01-06-21; 1.2747; 4.9125
2008-01-06-22; 1.2042; 4.8602
2008-01-06-23; 1.1315; 4.8923
2008-01-07-00; 1.1987; 4.6430
2008-01-07-01; 1.1387; 4.4224
2008-01-07-02; 1.1278; 4.1445
2008-01-07-03; 1.1174; 3.9742
2008-01-07-04; 1.0881; 3.8055
2008-01-07-05; 1.0545; 3.9561
2008-01-07-06; 0.9448; 3.8764
2008-01-07-07; 0.9472; 4.2136
2008-01-07-08; 0.9137; 4.2503
2008-01-07-09; 0.8626; 4.1927
2008-01-07-10; 0.8339; 4.2266
2008-01-07-11; 0.8116; 4.0217
2008-01-07-12; 0.8085; 4.0962
2008-01-07-13; 0.7867; 4.0099
2008-01-07-14; 0.9006; 3.9531
2008-01-07-15; 0.9877; 4.1118
2008-01-07-16; 1.0418; 4.4809
2008-01-07-17; 0.9401; 4.4398
2008-01-07-18; 1.0237; 4.7186
2008-01-07-19; 1.0817; 4.8266
2008-01-07-20; 1.0536; 4.8958
2008-01-07-21; 1.1116; 5.1391
2008-01-07-22; 1.1893; 5.1515
