time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2006-10-27-09; 1.0831; 3.7937
2006-10-27-10; 1.1148; 3.7564
2006-10-27-11; 1.1747; 3.8666
2006-10-27-12; 1.2206; 3.7920
2006-10-27-13; 1.2807; 3.8038
2006-10-27-14; 1.2135; 3.7743
2006-10-27-15; 1.1744; 3.6924
2006-10-27-16; 1.1130; 3.6420
2006-10-27-17; 1.2015; 3.6303
2006-10-27-18; 1.3092; 3.7334
2006-10-27-19; 1.4902; 3.9007
2006-10-27-20; 1.6551; 4.0361
2006-10-27-21; 1.9034; 4.3351
2006-10-27-22; 2.0548; 4.5147
2006-10-27-23; 2.0882; 4.4675
2006-10-28-00; 2.1898; 4.5684
2006-10-28-01; 2.2122; 4.5166
2006-10-28-02; 2.1115; 4.4666
2006-10-28-03; 2.3039; 4.4943
2006-10-28-04; 2.3682; 4.5231
2006-10-28-05; 2.5040; 4.6961
2006-10-28-06; 2.5247; 4.7349
2006-10-28-07; 2.5045; 4.7843
2006-10-28-08; 2.3967; 4.6426
2006-10-28-09; 2.2791; 4.6167
2006-10-28-10; 2.2022; 4.4603
2006-10-28-11; 2.2476; 4.3679
2006-10-28-12; 2.2896; 4.3828
2006-10-28-13; 2.2593; 4.4026
2006-10-28-14; 2.3661; 4.5105
2006-10-28-15; 1.9389; 4.3045
2006-10-28-16; 1.7268; 4.1410
2006-10-28-17; 1.5644; 4.0159
2006-10-28-18; 1.6195; 4.1307
2006-10-28-19; 1.5962; 4.2244
2006-10-28-20; 1.5059; 4.2019
2006-10-28-21; 1.5560; 4.2163
2006-10-28-22; 1.4878; 4.1979
2006-10-28-23; 1.4828; 4.1327
2006-10-29-00; 1.2824; 4.1728
2006-10-29-01; 1.2336; 4.1670
2006-10-29-02; 1.3100; 4.2534
2006-10-29-03; 1.4217; 4.3458
2006-10-29-04; 1.4193; 4.4282
2006-10-29-05; 1.5422; 4.5945
2006-10-29-06; 1.5151; 4.6162
2006-10-29-07; 1.4742; 4.6372
2006-10-29-08; 1.4058; 4.6001
2006-10-29-09; 1.4945; 4.9051
2006-10-29-10; 1.4273; 4.8152
2006-10-29-11; 1.4724; 4.8587
2006-10-29-12; 1.3571; 4.6737
2006-10-29-13; 1.2552; 4.8319
2006-10-29-14; 1.2155; 4.7926
2006-10-29-15; 1.1485; 4.7010
2006-10-29-16; 1.1049; 4.6270
2006-10-29-17; 1.1006; 4.7679
2006-10-29-18; 1.1337; 4.9173
2006-10-29-19; 1.1019; 5.3612
2006-10-29-20; 1.2218; 5.5817
2006-10-29-21; 1.2622; 5.5571
2006-10-29-22; 1.2234; 5.4975
2006-10-29-23; 1.2392; 5.5122
2006-10-30-00; 1.2753; 5.6141
2006-10-30-01; 1.0909; 4.9084
2006-10-30-02; 1.0728; 4.8761
2006-10-30-03; 1.0655; 5.0242
2006-10-30-04; 1.0064; 4.9463
2006-10-30-05; 1.0068; 5.1015
2006-10-30-06; 0.9892; 5.1669
2006-10-30-07; 0.9908; 5.1184
2006-10-30-08; 0.9438; 4.8010
2006-10-30-09; 0.9149; 4.5546
2006-10-30-10; 0.9282; 4.5991
2006-10-30-11; 0.8972; 4.4492
2006-10-30-12; 0.8820; 4.3372
2006-10-30-13; 0.8767; 4.2935
2006-10-30-14; 0.8702; 4.1819
2006-10-30-15; 0.8812; 4.1011
2006-10-30-16; 0.8874; 4.1068
2006-10-30-17; 0.8573; 4.0391
2006-10-30-18; 0.9153; 4.1079
2006-10-30-19; 0.9191; 4.1422
2006-10-30-20; 1.0036; 4.2533
2006-10-30-21; 1.0015; 4.3503
2006-10-30-22; 1.0172; 4.3321
2006-10-30-23; 1.1282; 4.2269
2006-10-31-00; 1.3213; 4.2885
2006-10-31-01; 1.5380; 4.4878
2006-10-31-02; 1.5828; 4.5413
2006-10-31-03; 1.6067; 4.5709
2006-10-31-04; 1.5047; 4.5924
2006-10-31-05; 1.4923; 4.6324
2006-10-31-06; 1.3774; 4.6853
2006-10-31-07; 1.2925; 4.5668
2006-10-31-08; 1.2924; 4.7820
2006-10-31-09; 1.3417; 4.8306
2006-10-31-10; 1.2854; 4.8101
2006-10-31-11; 1.3056; 4.8380
2006-10-31-12; 1.2545; 4.9126
2006-10-31-13; 1.2970; 4.7585
2006-10-31-14; 1.2989; 4.8315
2006-10-31-15; 1.3320; 4.7946
2006-10-31-16; 1.3235; 4.8443
2006-10-31-17; 1.4068; 4.8576
2006-10-31-18; 1.3852; 4.9127
2006-10-31-19; 1.4055; 4.9836
2006-10-31-20; 1.4770; 4.8988
2006-10-31-21; 1.5369; 5.0165
2006-10-31-22; 1.4509; 4.9630
2006-10-31-23; 1.5623; 4.8798
2006-11-01-00; 1.6155; 4.9307
2006-11-01-01; 1.7375; 4.9205
2006-11-01-02; 1.8054; 4.7807
2006-11-01-03; 1.9170; 5.0349
2006-11-01-04; 2.0020; 5.0256
2006-11-01-05; 2.0393; 5.0680
2006-11-01-06; 1.9374; 4.9195
2006-11-01-07; 1.9394; 4.9258
2006-11-01-08; 1.9554; 5.0236
2006-11-01-09; 1.9849; 5.0128
2006-11-01-10; 1.8558; 4.8816
2006-11-01-11; 1.9114; 5.0036
2006-11-01-12; 1.8251; 4.9524
2006-11-01-13; 1.8290; 4.8854
2006-11-01-14; 1.8885; 5.0952
2006-11-01-15; 1.8795; 5.1804
2006-11-01-16; 1.7652; 5.2136
2006-11-01-17; 1.5504; 5.2642
2006-11-01-18; 1.5112; 5.6044
2006-11-01-19; 1.4775; 5.7692
2006-11-01-20; 1.3201; 5.8093
2006-11-01-21; 1.2925; 5.8684
2006-11-01-22; 1.3130; 5.9425
2006-11-01-23; 1.1894; 5.5271
2006-11-02-00; 1.2290; 5.3503
2006-11-02-01; 1.2368; 5.3949
2006-11-02-02; 1.2032; 5.3290
2006-11-02-03; 1.2457; 5.6216
2006-11-02-04; 1.3063; 5.6839
2006-11-02-05; 1.2380; 5.7013
2006-11-02-06; 1.3970; 5.8563
2006-11-02-07; 1.2621; 5.5185
2006-11-02-08; 1.2722; 5.3188
2006-11-02-09; 1.2592; 4.8905
2006-11-02-10; 1.3051; 5.0224
2006-11-02-11; 1.2633; 4.6968
2006-11-02-12; 1.2864; 4.8303
2006-11-02-13; 1.1715; 4.6351
2006-11-02-14; 1.1772; 4.7192
2006-11-02-15; 1.2313; 4.6693
2006-11-02-16; 1.2147; 4.5984
2006-11-02-17; 1.2148; 4.4723
2006-11-02-18; 1.2272; 4.2945
2006-11-02-19; 1.2858; 4.2934
2006-11-02-20; 1.2315; 4.4192
2006-11-02-21; 1.1465; 4.7003
2006-11-02-22; 1.1085; 4.8400
2006-11-02-23; 1.1002; 5.0018
2006-11-03-00; 1.1235; 5.1121
2006-11-03-01; 1.0608; 5.1038
2006-11-03-02; 1.1290; 4.8561
2006-11-03-03; 1.1679; 4.7470
2006-11-03-04; 1.1702; 4.6422
2006-11-03-05; 1.0888; 4.4543
2006-11-03-06; 1.1630; 4.5162
2006-11-03-07; 1.1428; 4.3963
2006-11-03-08; 1.1092; 4.3078
2006-11-03-09; 1.2122; 4.3269
2006-11-03-10; 1.2090; 4.4655
2006-11-03-11; 1.2951; 4.3982
2006-11-03-12; 1.3236; 4.4676
2006-11-03-13; 1.3766; 4.4797
2006-11-03-14; 1.4581; 4.6177
2006-11-03-15; 1.5226; 4.7557
2006-11-03-16; 1.4445; 4.8282
2006-11-03-17; 1.4826; 4.6288
2006-11-03-18; 1.6731; 4.6264
2006-11-03-19; 2.0219; 4.9780
2006-11-03-20; 2.6946; 5.6018
2006-11-03-21; 3.3774; 6.2238
2006-11-03-22; 3.3719; 6.2783
2006-11-03-23; 3.2751; 6.0171
2006-11-04-00; 3.1863; 6.0383
2006-11-04-01; 3.1997; 6.0721
2006-11-04-02; 3.2553; 6.0650
2006-11-04-03; 3.0854; 6.0226
2006-11-04-04; 3.1541; 6.1293
2006-11-04-05; 2.9841; 6.0126
2006-11-04-06; 2.9182; 5.9050
2006-11-04-07; 2.7876; 5.7959
2006-11-04-08; 2.7891; 5.6372
2006-11-04-09; 2.5779; 5.5484
2006-11-04-10; 2.7363; 5.6347
2006-11-04-11; 2.5141; 5.4611
2006-11-04-12; 2.4944; 5.6581
2006-11-04-13; 2.6668; 5.7257
2006-11-04-14; 2.4557; 5.7123
2006-11-04-15; 2.6101; 5.8320
2006-11-04-16; 2.5472; 5.7000
2006-11-04-17; 2.4180; 5.6256
2006-11-04-18; 2.4706; 5.7774
2006-11-04-19; 2.3535; 5.7355
2006-11-04-20; 2.2169; 5.7597
2006-11-04-21; 2.3533; 5.6197
2006-11-04-22; 2.1573; 5.6268
2006-11-04-23; 2.3811; 5.6518
2006-11-05-00; 2.3689; 5.5911
2006-11-05-01; 2.4963; 5.7308
2006-11-05-02; 2.6973; 5.9057
2006-11-05-03; 2.7023; 5.8651
2006-11-05-04; 2.9120; 5.9549
2006-11-05-05; 3.0015; 6.0168
2006-11-05-06; 2.8992; 5.8193
2006-11-05-07; 2.7277; 5.7904
2006-11-05-08; 2.7462; 5.7378
2006-11-05-09; 2.5678; 5.6659
2006-11-05-10; 2.4349; 5.6576
2006-11-05-11; 2.3341; 5.7545
2006-11-05-12; 2.3994; 5.8790
2006-11-05-13; 2.5376; 6.0689
2006-11-05-14; 2.3856; 5.9934
2006-11-05-15; 2.5973; 5.9910
2006-11-05-16; 2.5818; 6.0528
2006-11-05-17; 2.7702; 6.2256
2006-11-05-18; 2.3485; 5.8708
2006-11-05-19; 2.7705; 5.9103
2006-11-05-20; 2.7752; 6.0339
2006-11-05-21; 2.8241; 6.0027
2006-11-05-22; 2.6333; 5.8526
2006-11-05-23; 2.8597; 6.0489
2006-11-06-00; 2.8412; 5.9853
2006-11-06-01; 2.9833; 6.0450
2006-11-06-02; 2.9421; 5.9482
2006-11-06-03; 3.0094; 6.0263
2006-11-06-04; 3.1574; 6.1959
2006-11-06-05; 2.8168; 5.9572
2006-11-06-06; 2.7256; 5.8961
2006-11-06-07; 2.7793; 5.9755
2006-11-06-08; 2.6430; 5.9066
2006-11-06-09; 2.6011; 5.7948
2006-11-06-10; 2.7185; 5.8030
2006-11-06-11; 2.6702; 5.7403
2006-11-06-12; 2.6997; 5.7287
2006-11-06-13; 2.8047; 5.8933
2006-11-06-14; 2.7077; 5.9339
2006-11-06-15; 2.7115; 6.0884
2006-11-06-16; 2.7221; 6.2216
2006-11-06-17; 2.6162; 5.9719
2006-11-06-18; 2.3855; 5.7465
2006-11-06-19; 2.5207; 5.7103
2006-11-06-20; 2.3963; 5.7175
2006-11-06-21; 2.4712; 5.5053
2006-11-06-22; 2.5923; 5.7424
2006-11-06-23; 2.4547; 5.6311
2006-11-07-00; 2.4134; 5.6050
2006-11-07-01; 2.4110; 5.5333
2006-11-07-02; 2.3009; 5.5509
2006-11-07-03; 2.3498; 5.4670
2006-11-07-04; 2.2955; 5.3222
2006-11-07-05; 2.5524; 5.5482
2006-11-07-06; 2.3703; 5.4789
2006-11-07-07; 2.3484; 5.6022
2006-11-07-08; 2.3330; 5.7614
2006-11-07-09; 2.0778; 5.7581
2006-11-07-10; 2.0403; 5.5653
2006-11-07-11; 2.1909; 5.4714
2006-11-07-12; 2.1085; 5.4069
2006-11-07-13; 2.3280; 5.6328
2006-11-07-14; 2.3820; 5.6289
2006-11-07-15; 2.4967; 5.7556
2006-11-07-16; 2.5516; 5.7858
2006-11-07-17; 2.4879; 5.8604
2006-11-07-18; 2.4950; 5.8680
2006-11-07-19; 2.5024; 5.8890
2006-11-07-20; 2.4767; 5.8415
2006-11-07-21; 2.4458; 5.6328
2006-11-07-22; 2.3511; 5.6186
2006-11-07-23; 2.2677; 5.4327
2006-11-08-00; 2.3485; 5.3083
2006-11-08-01; 2.3108; 5.0581
2006-11-08-02; 2.4645; 5.1050
2006-11-08-03; 2.2410; 4.9373
2006-11-08-04; 2.2362; 4.9675
2006-11-08-05; 2.0723; 4.8501
2006-11-08-06; 2.0266; 4.9418
2006-11-08-07; 2.0319; 5.1815
2006-11-08-08; 2.0083; 5.1828
2006-11-08-09; 1.7983; 5.0641
2006-11-08-10; 1.8025; 5.1771
2006-11-08-11; 1.8258; 5.3319
2006-11-08-12; 1.6632; 5.0980
2006-11-08-13; 1.6841; 5.3785
2006-11-08-14; 1.7058; 5.2015
2006-11-08-15; 1.8212; 5.2005
2006-11-08-16; 1.7068; 5.1553
2006-11-08-17; 1.6362; 5.0339
2006-11-08-18; 1.7351; 5.1107
2006-11-08-19; 1.5848; 4.8895
2006-11-08-20; 1.6239; 4.4830
2006-11-08-21; 1.7065; 4.6718
2006-11-08-22; 1.7670; 4.7153
2006-11-08-23; 1.7390; 4.5645
2006-11-09-00; 1.7106; 4.5431
2006-11-09-01; 1.7001; 4.5928
2006-11-09-02; 1.7027; 4.5994
2006-11-09-03; 1.8300; 4.7094
2006-11-09-04; 1.7192; 4.6228
2006-11-09-05; 1.6747; 4.6067
2006-11-09-06; 1.6280; 4.5801
2006-11-09-07; 1.6438; 4.8368
2006-11-09-08; 1.6843; 4.9070
2006-11-09-09; 1.5591; 4.8319
2006-11-09-10; 1.5261; 4.8288
2006-11-09-11; 1.5902; 4.7904
2006-11-09-12; 1.5683; 4.8029
2006-11-09-13; 1.5855; 4.6332
2006-11-09-14; 1.7401; 4.8477
2006-11-09-15; 1.6753; 4.7762
2006-11-09-16; 1.6844; 4.8969
2006-11-09-17; 1.6124; 4.8859
2006-11-09-18; 1.5542; 4.8298
2006-11-09-19; 1.5530; 5.0626
2006-11-09-20; 1.4147; 5.0118
2006-11-09-21; 1.3279; 5.1653
2006-11-09-22; 1.2763; 5.1706
2006-11-09-23; 1.1513; 5.1235
2006-11-10-00; 1.1001; 5.1398
2006-11-10-01; 1.0926; 5.2302
2006-11-10-02; 0.9605; 4.9485
2006-11-10-03; 0.9408; 5.0539
2006-11-10-04; 0.8397; 4.9494
2006-11-10-05; 0.8433; 4.9160
2006-11-10-06; 0.8634; 4.9939
2006-11-10-07; 0.8820; 4.6590
2006-11-10-08; 0.8451; 4.4997
2006-11-10-09; 0.8289; 4.4816
2006-11-10-10; 0.8119; 4.8342
2006-11-10-11; 0.7889; 5.0240
2006-11-10-12; 0.7469; 5.0700
2006-11-10-13; 0.7627; 5.4029
2006-11-10-14; 0.7295; 5.3537
2006-11-10-15; 0.7161; 5.3486
2006-11-10-16; 0.7043; 5.3914
2006-11-10-17; 0.6862; 5.5434
2006-11-10-18; 0.6166; 4.9658
2006-11-10-19; 0.6396; 5.4413
2006-11-10-20; 0.6490; 5.4086
2006-11-10-21; 0.6019; 5.1089
2006-11-10-22; 0.6344; 5.6501
2006-11-10-23; 0.5978; 5.6083
2006-11-11-00; 0.6419; 5.8500
2006-11-11-01; 0.6502; 6.3161
2006-11-11-02; 0.6257; 6.4446
2006-11-11-03; 0.6431; 6.6332
2006-11-11-04; 0.6584; 6.9811
2006-11-11-05; 0.6088; 7.0048
2006-11-11-06; 0.5721; 7.1449
2006-11-11-07; 0.5982; 6.0137
2006-11-11-08; 0.6425; 4.4110
2006-11-11-09; 0.7100; 4.3803
2006-11-11-10; 0.6445; 4.5713
2006-11-11-11; 0.6618; 4.6006
2006-11-11-12; 0.6542; 4.0586
2006-11-11-13; 0.6683; 4.0644
2006-11-11-14; 0.6420; 4.0111
2006-11-11-15; 0.7176; 4.7011
2006-11-11-16; 0.6932; 4.4867
2006-11-11-17; 0.7109; 4.6859
2006-11-11-18; 0.6953; 4.5258
2006-11-11-19; 0.6992; 4.5552
2006-11-11-20; 0.6643; 5.0447
2006-11-11-21; 0.6144; 5.1287
2006-11-11-22; 0.6478; 5.7838
2006-11-11-23; 0.6085; 5.8458
2006-11-12-00; 0.6418; 5.9494
2006-11-12-01; 0.6022; 6.3666
2006-11-12-02; 0.5747; 5.5946
2006-11-12-03; 0.6241; 4.9476
2006-11-12-04; 0.7010; 4.1862
2006-11-12-05; 0.6671; 3.6468
2006-11-12-06; 0.7091; 3.2555
2006-11-12-07; 0.7921; 3.2957
2006-11-12-08; 0.8109; 3.5591
2006-11-12-09; 0.7177; 3.7140
2006-11-12-10; 0.5981; 3.7833
2006-11-12-11; 0.6317; 4.0584
2006-11-12-12; 0.6676; 4.1243
2006-11-12-13; 0.6691; 4.4778
2006-11-12-14; 0.6288; 4.1876
2006-11-12-15; 0.8184; 3.9463
2006-11-12-16; 0.9744; 4.1781
2006-11-12-17; 1.1889; 4.4922
2006-11-12-18; 1.4206; 4.7418
2006-11-12-19; 1.2935; 4.6567
2006-11-12-20; 1.1970; 4.5696
2006-11-12-21; 1.2515; 4.5912
2006-11-12-22; 1.4789; 4.8459
2006-11-12-23; 1.5990; 4.9350
2006-11-13-00; 1.5143; 4.9440
2006-11-13-01; 1.3120; 4.7925
2006-11-13-02; 1.3226; 4.8330
2006-11-13-03; 1.3340; 4.9039
2006-11-13-04; 1.2871; 5.0740
2006-11-13-05; 1.2979; 5.2477
2006-11-13-06; 1.2364; 5.1895
2006-11-13-07; 1.1564; 5.1910
2006-11-13-08; 1.2042; 5.3797
2006-11-13-09; 1.1340; 5.3172
2006-11-13-10; 1.0972; 5.2549
2006-11-13-11; 0.9886; 5.3083
2006-11-13-12; 0.9499; 5.3145
2006-11-13-13; 0.9189; 5.3712
2006-11-13-14; 0.8274; 5.2130
2006-11-13-15; 0.8773; 5.4095
2006-11-13-16; 0.8031; 5.4223
2006-11-13-17; 0.8032; 5.5076
2006-11-13-18; 0.7953; 5.4834
2006-11-13-19; 0.7929; 5.6616
2006-11-13-20; 0.7280; 5.4816
2006-11-13-21; 0.7501; 5.6984
2006-11-13-22; 0.7363; 5.5434
2006-11-13-23; 0.7016; 5.4432
2006-11-14-00; 0.7247; 5.4631
2006-11-14-01; 0.7164; 5.5890
2006-11-14-02; 0.6066; 5.3113
2006-11-14-03; 0.6040; 5.2264
2006-11-14-04; 0.5954; 5.2557
2006-11-14-05; 0.5957; 5.3590
2006-11-14-06; 0.5594; 5.1843
2006-11-14-07; 0.5611; 5.2995
2006-11-14-08; 0.5347; 5.1877
2006-11-14-09; 0.5374; 5.3697
2006-11-14-10; 0.4763; 5.3275
2006-11-14-11; 0.4808; 5.4996
2006-11-14-12; 0.5015; 5.8414
2006-11-14-13; 0.4774; 5.4468
2006-11-14-14; 0.4532; 5.4448
2006-11-14-15; 0.4526; 5.2783
2006-11-14-16; 0.5036; 4.7443
2006-11-14-17; 0.4665; 4.1250
2006-11-14-18; 0.4272; 4.5693
2006-11-14-19; 0.4124; 4.4831
2006-11-14-20; 0.3517; 4.8192
2006-11-14-21; 0.3830; 4.5980
2006-11-14-22; 0.3758; 4.8719
2006-11-14-23; 0.3907; 5.1374
2006-11-15-00; 0.4105; 5.7127
2006-11-15-01; 0.4046; 5.6809
2006-11-15-02; 0.3675; 5.5548
2006-11-15-03; 0.4315; 6.4041
2006-11-15-04; 0.4158; 6.2819
2006-11-15-05; 0.4212; 5.8837
2006-11-15-06; 0.4114; 5.4010
2006-11-15-07; 0.4512; 4.0962
2006-11-15-08; 0.6483; 3.1893
2006-11-15-09; 0.6345; 3.2681
2006-11-15-10; 0.6546; 3.4787
2006-11-15-11; 0.6044; 3.5504
2006-11-15-12; 0.5488; 3.7254
2006-11-15-13; 0.6497; 3.2773
2006-11-15-14; 1.0709; 3.5904
2006-11-15-15; 1.4926; 3.9102
2006-11-15-16; 1.5068; 3.9476
2006-11-15-17; 1.4292; 3.9290
2006-11-15-18; 1.3704; 3.8124
2006-11-15-19; 1.3697; 3.8346
2006-11-15-20; 1.4096; 3.8792
2006-11-15-21; 1.4778; 3.9153
2006-11-15-22; 1.5180; 3.8771
2006-11-15-23; 1.7102; 4.0583
2006-11-16-00; 1.7265; 4.0995
2006-11-16-01; 1.8705; 4.1577
2006-11-16-02; 1.9378; 4.1968
2006-11-16-03; 2.0427; 4.2603
2006-11-16-04; 2.0978; 4.3563
2006-11-16-05; 2.0090; 4.3446
2006-11-16-06; 2.1902; 4.4787
2006-11-16-07; 2.1383; 4.4796
2006-11-16-08; 2.2043; 4.4681
2006-11-16-09; 2.1798; 4.5073
2006-11-16-10; 2.1031; 4.4233
2006-11-16-11; 2.1674; 4.4371
2006-11-16-12; 2.1985; 4.5265
2006-11-16-13; 2.1868; 4.4230
2006-11-16-14; 2.0870; 4.2934
2006-11-16-15; 1.9020; 4.1522
2006-11-16-16; 1.6685; 4.1261
2006-11-16-17; 1.4229; 3.8467
2006-11-16-18; 1.5109; 3.9292
2006-11-16-19; 1.5376; 4.0432
2006-11-16-20; 1.4522; 4.1009
2006-11-16-21; 1.3690; 3.9988
2006-11-16-22; 1.4450; 4.1723
2006-11-16-23; 1.3113; 4.1061
2006-11-17-00; 1.3159; 4.1969
2006-11-17-01; 1.4640; 4.2608
2006-11-17-02; 1.4250; 4.3886
2006-11-17-03; 1.3821; 4.4025
2006-11-17-04; 1.2592; 4.4026
2006-11-17-05; 1.2657; 4.4231
2006-11-17-06; 1.1427; 4.4997
2006-11-17-07; 1.1591; 4.5032
2006-11-17-08; 1.1640; 4.3819
2006-11-17-09; 1.2418; 4.4067
2006-11-17-10; 1.2031; 4.3329
2006-11-17-11; 1.2169; 4.4357
2006-11-17-12; 1.1965; 4.4180
2006-11-17-13; 1.1139; 4.3294
2006-11-17-14; 1.1655; 4.1868
2006-11-17-15; 1.1532; 4.0980
2006-11-17-16; 1.0083; 3.9945
2006-11-17-17; 1.0035; 4.0684
2006-11-17-18; 0.9873; 3.9223
2006-11-17-19; 0.9885; 4.0237
2006-11-17-20; 0.8700; 3.9511
2006-11-17-21; 0.8854; 4.0897
2006-11-17-22; 0.8245; 4.1662
2006-11-17-23; 0.8132; 4.4269
2006-11-18-00; 0.7795; 4.5698
2006-11-18-01; 0.7380; 4.7179
2006-11-18-02; 0.7147; 4.7607
2006-11-18-03; 0.7204; 5.1005
2006-11-18-04; 0.7233; 5.1948
2006-11-18-05; 0.7031; 5.2378
2006-11-18-06; 0.7374; 5.5642
2006-11-18-07; 0.6886; 5.4037
2006-11-18-08; 0.7132; 6.0856
2006-11-18-09; 0.6992; 5.8751
2006-11-18-10; 0.7808; 6.2371
2006-11-18-11; 0.7167; 5.5214
2006-11-18-12; 0.7907; 5.4460
2006-11-18-13; 0.8799; 5.3162
2006-11-18-14; 0.8340; 4.6657
2006-11-18-15; 0.8399; 4.8252
2006-11-18-16; 0.7977; 4.7600
2006-11-18-17; 0.8366; 4.3155
2006-11-18-18; 1.0244; 4.1540
2006-11-18-19; 1.0154; 4.2751
2006-11-18-20; 0.8730; 4.3024
2006-11-18-21; 0.8392; 4.3685
2006-11-18-22; 0.7901; 4.2729
2006-11-18-23; 0.7439; 3.9436
2006-11-19-00; 0.8328; 4.3764
2006-11-19-01; 0.8013; 4.1017
2006-11-19-02; 0.8142; 4.1013
2006-11-19-03; 0.8594; 4.2746
2006-11-19-04; 0.8547; 4.2214
2006-11-19-05; 0.8947; 4.4813
2006-11-19-06; 0.8819; 4.7465
2006-11-19-07; 0.8916; 4.8243
2006-11-19-08; 0.7716; 4.3801
2006-11-19-09; 0.8128; 4.2992
2006-11-19-10; 1.0181; 3.9127
2006-11-19-11; 1.1334; 3.9578
2006-11-19-12; 1.1656; 4.2235
2006-11-19-13; 1.1428; 4.2517
2006-11-19-14; 1.2149; 4.3877
2006-11-19-15; 1.1731; 4.4438
2006-11-19-16; 1.0761; 4.3221
2006-11-19-17; 1.0328; 4.2447
2006-11-19-18; 1.0136; 4.2539
2006-11-19-19; 0.9228; 4.2196
2006-11-19-20; 0.8884; 4.4693
2006-11-19-21; 0.8269; 4.7524
2006-11-19-22; 0.7359; 5.2696
2006-11-19-23; 0.7528; 5.6367
2006-11-20-00; 0.6781; 5.1794
2006-11-20-01; 0.7272; 5.4696
2006-11-20-02; 0.7583; 5.6774
2006-11-20-03; 0.7539; 5.5849
2006-11-20-04; 0.7408; 4.6491
2006-11-20-05; 0.8833; 3.7536
2006-11-20-06; 1.0542; 3.9459
2006-11-20-07; 1.0714; 4.0503
2006-11-20-08; 1.0239; 4.2604
2006-11-20-09; 0.8692; 4.4220
2006-11-20-10; 0.8169; 4.6330
2006-11-20-11; 0.7781; 4.6354
2006-11-20-12; 0.9289; 4.3631
2006-11-20-13; 1.1894; 4.2468
2006-11-20-14; 1.4070; 4.2406
2006-11-20-15; 1.3751; 4.2948
2006-11-20-16; 1.3572; 4.2683
2006-11-20-17; 1.3513; 4.1902
2006-11-20-18; 1.3382; 4.1360
2006-11-20-19; 1.2540; 4.1685
2006-11-20-20; 1.2139; 4.1101
2006-11-20-21; 1.1429; 4.0513
2006-11-20-22; 1.1715; 4.1726
2006-11-20-23; 1.2253; 4.1615
2006-11-21-00; 1.3178; 4.0784
2006-11-21-01; 1.3556; 4.1023
2006-11-21-02; 1.3649; 4.1421
2006-11-21-03; 1.2807; 3.9912
2006-11-21-04; 1.3754; 4.1026
2006-11-21-05; 1.5762; 4.1016
2006-11-21-06; 1.8117; 4.3910
2006-11-21-07; 1.7652; 4.3528
2006-11-21-08; 1.7698; 4.4343
2006-11-21-09; 1.7349; 4.4367
2006-11-21-10; 1.8268; 4.5293
2006-11-21-11; 1.9875; 4.7338
2006-11-21-12; 1.9261; 4.6486
2006-11-21-13; 2.0859; 4.8147
2006-11-21-14; 2.2827; 4.9658
2006-11-21-15; 2.5328; 5.2525
2006-11-21-16; 2.5769; 5.3041
2006-11-21-17; 2.7012; 5.5441
2006-11-21-18; 3.3060; 6.2155
2006-11-21-19; 3.7448; 6.6353
2006-11-21-20; 4.0519; 6.8421
2006-11-21-21; 4.0592; 6.7962
2006-11-21-22; 4.0560; 6.8824
2006-11-21-23; 3.7338; 6.5929
2006-11-22-00; 3.3460; 6.1265
2006-11-22-01; 3.1459; 5.9589
2006-11-22-02; 3.1947; 5.9060
2006-11-22-03; 3.2329; 5.8404
2006-11-22-04; 3.3538; 5.9103
2006-11-22-05; 3.1635; 5.8899
2006-11-22-06; 2.8666; 5.5803
2006-11-22-07; 2.8738; 5.6172
2006-11-22-08; 2.6680; 5.6225
2006-11-22-09; 2.6753; 5.9511
2006-11-22-10; 2.5514; 5.8383
2006-11-22-11; 2.3068; 5.6538
2006-11-22-12; 2.3572; 5.6179
2006-11-22-13; 2.1379; 5.3479
2006-11-22-14; 1.9195; 5.1722
2006-11-22-15; 1.9399; 4.9790
2006-11-22-16; 2.0108; 5.0550
2006-11-22-17; 2.1001; 5.0420
2006-11-22-18; 2.0221; 4.9699
2006-11-22-19; 1.9388; 4.8923
2006-11-22-20; 1.8306; 4.8005
2006-11-22-21; 1.8364; 4.9406
2006-11-22-22; 1.6627; 4.9172
2006-11-22-23; 1.6782; 5.0430
2006-11-23-00; 1.7261; 5.0480
2006-11-23-01; 1.6256; 4.8894
2006-11-23-02; 1.6283; 4.7178
2006-11-23-03; 1.5997; 4.6109
2006-11-23-04; 1.5872; 4.5428
2006-11-23-05; 1.6301; 4.6947
2006-11-23-06; 1.6136; 4.6539
2006-11-23-07; 1.6672; 4.6267
2006-11-23-08; 1.7595; 4.8720
2006-11-23-09; 1.6720; 4.8539
2006-11-23-10; 1.5476; 5.0934
2006-11-23-11; 1.7241; 5.6057
2006-11-23-12; 1.5925; 5.5323
2006-11-23-13; 1.6022; 5.6325
2006-11-23-14; 1.5864; 5.8175
2006-11-23-15; 1.6108; 5.5599
2006-11-23-16; 1.6081; 5.2593
2006-11-23-17; 1.6365; 5.0910
2006-11-23-18; 1.5829; 5.0624
2006-11-23-19; 1.4461; 4.4990
2006-11-23-20; 1.5382; 4.7663
2006-11-23-21; 1.6758; 4.6651
2006-11-23-22; 1.6819; 4.5191
2006-11-23-23; 1.6282; 4.9100
2006-11-24-00; 1.6499; 5.1455
